productPriceLocal,productId,productName,productCategoryId,productCategoryName,productVendorName,productGroupId,Location,eventPosition
55490.00,30036648,Смартфон Apple iPhone 8 Plus (PRODUCT)RED Special Edition 64Gb ,cat2_cis_0000000357,Смартфоны,Apple,cat1_cis_0000000012,newSearchResultFirstPartBlock,3
55490.00,30030158,Смартфон Apple iPhone 8 Plus 64GB Silver (MQ8M2RU/A) ,cat2_cis_0000000357,Смартфоны,Apple,cat1_cis_0000000012,newSearchResultFirstPartBlock,4
68490.00,30036649,Смартфон Apple iPhone 8 Plus (PRODUCT)RED Special Edition 256Gb ,cat2_cis_0000000357,Смартфоны,Apple,cat1_cis_0000000012,newSearchResultFirstPartBlock,5
68490.00,30030160,Смартфон Apple iPhone 8 Plus 256GB Space Gray (MQ8P2RU/A) ,cat2_cis_0000000357,Смартфоны,Apple,cat1_cis_0000000012,newSearchResultFirstPartBlock,6
68490.00,30030161,Смартфон Apple iPhone 8 Plus 256GB Silver (MQ8Q2RU/A) ,cat2_cis_0000000357,Смартфоны,Apple,cat1_cis_0000000012,newSearchResultSecondPartBlock,1
68490.00,30030162,Смартфон Apple iPhone 8 Plus 256GB Gold (MQ8R2RU/A) ,cat2_cis_0000000357,Смартфоны,Apple,cat1_cis_0000000012,newSearchResultSecondPartBlock,2
70990.00,30030163,Смартфон Apple iPhone X 64GB Space Gray (MQAC2RU/A) ,cat2_cis_0000000357,Смартфоны,Apple,cat1_cis_0000000012,newSearchResultFirstPartBlock,1
70990.00,30030164,Смартфон Apple iPhone X 64GB Silver (MQAD2RU/A) ,cat2_cis_0000000357,Смартфоны,Apple,cat1_cis_0000000012,newSearchResultFirstPartBlock,2
81490.00,30030166,Смартфон Apple iPhone X 256GB Silver (MQAG2RU/A) ,cat2_cis_0000000357,Смартфоны,Apple,cat1_cis_0000000012,newSearchResultFirstPartBlock,3
81490.00,30030165,Смартфон Apple iPhone X 256GB Space Gray (MQAF2RU/A) ,cat2_cis_0000000357,Смартфоны,Apple,cat1_cis_0000000012,newSearchResultFirstPartBlock,4
18990.00,30027840,Смартфон Apple iPhone SE 32GB Space Grey (MP822RU/A) ,cat2_cis_0000000357,Смартфоны,Apple,cat1_cis_0000000012,newSearchResultFirstPartBlock,1
18990.00,30027843,Смартфон Apple iPhone SE 32GB Rose Gold (MP852RU/A) ,cat2_cis_0000000357,Смартфоны,Apple,cat1_cis_0000000012,newSearchResultFirstPartBlock,2
18990.00,30027841,Смартфон Apple iPhone SE 32GB Silver (MP832RU/A) ,cat2_cis_0000000357,Смартфоны,Apple,cat1_cis_0000000012,newSearchResultFirstPartBlock,3
23990.00,30027844,Смартфон Apple iPhone SE 128GB Space Grey (MP862RU/A) ,cat2_cis_0000000357,Смартфоны,Apple,cat1_cis_0000000012,newSearchResultFirstPartBlock,4
23990.00,30027847,Смартфон Apple iPhone SE 128GB Rose Gold (MP892RU/A) ,cat2_cis_0000000357,Смартфоны,Apple,cat1_cis_0000000012,newSearchResultFirstPartBlock,5
18990.00,30027842,Смартфон Apple iPhone SE 32GB Gold (MP842RU/A) ,cat2_cis_0000000357,Смартфоны,Apple,cat1_cis_0000000012,newSearchResultFirstPartBlock,6
23990.00,30027845,Смартфон Apple iPhone SE 128GB Silver (MP872RU/A) ,cat2_cis_0000000357,Смартфоны,Apple,cat1_cis_0000000012,newSearchResultSecondPartBlock,1
23990.00,30027846,Смартфон Apple iPhone SE 128GB Gold (MP882RU/A) ,cat2_cis_0000000357,Смартфоны,Apple,cat1_cis_0000000012,newSearchResultSecondPartBlock,2
16990.00,30038655,Смартфон Apple iPhone SE 16GB Space Gray (FLLN2RU/A) восст. ,cat2_cis_0000000357,Смартфоны,Apple,cat1_cis_0000000012,newSearchResultSecondPartBlock,3
37990.00,30026135,Смартфон Apple iPhone 7 32Gb Black (MN8X2RU/A) ,cat2_cis_0000000357,Смартфоны,Apple,cat1_cis_0000000012,newSearchResultFirstPartBlock,1
37990.00,30026138,Смартфон Apple iPhone 7 32Gb Rose Gold (MN912RU/A) ,cat2_cis_0000000357,Смартфоны,Apple,cat1_cis_0000000012,newSearchResultFirstPartBlock,2
37990.00,30030301,Смартфон Apple iPhone 7 32Gb Jet Black (MQTX2RU/A) ,cat2_cis_0000000357,Смартфоны,Apple,cat1_cis_0000000012,newSearchResultFirstPartBlock,3
37990.00,30026136,Смартфон Apple iPhone 7 32Gb Silver (MN8Y2RU/A) ,cat2_cis_0000000357,Смартфоны,Apple,cat1_cis_0000000012,newSearchResultFirstPartBlock,4
37990.00,30026137,Смартфон Apple iPhone 7 32Gb Gold (MN902RU/A) ,cat2_cis_0000000357,Смартфоны,Apple,cat1_cis_0000000012,newSearchResultFirstPartBlock,5
44490.00,30026139,Смартфон Apple iPhone 7 128Gb Black (MN922RU/A) ,cat2_cis_0000000357,Смартфоны,Apple,cat1_cis_0000000012,newSearchResultFirstPartBlock,6
44490.00,30026212,Смартфон Apple iPhone 7 128Gb Rose Gold (MN952RU/A) ,cat2_cis_0000000357,Смартфоны,Apple,cat1_cis_0000000012,newSearchResultSecondPartBlock,1
35990.00,30038667,Смартфон Apple iPhone 7 128GB Silver (FN932RU/A) восст. ,cat2_cis_0000000357,Смартфоны,Apple,cat1_cis_0000000012,newSearchResultSecondPartBlock,2
44490.00,30026210,Смартфон Apple iPhone 7 128Gb Silver (MN932RU/A) ,cat2_cis_0000000357,Смартфоны,Apple,cat1_cis_0000000012,newSearchResultSecondPartBlock,3
44490.00,30026211,Смартфон Apple iPhone 7 128Gb Gold (MN942RU/A) ,cat2_cis_0000000357,Смартфоны,Apple,cat1_cis_0000000012,newSearchResultSecondPartBlock,4
38990.00,30038669,Смартфон Apple iPhone 7 256GB Silver (FN982RU/A) восст. ,cat2_cis_0000000357,Смартфоны,Apple,cat1_cis_0000000012,newSearchResultSecondPartBlock,5
44490.00,30026213,Смартфон Apple iPhone 7 128Gb Jet Black (MN962RU/A) ,cat2_cis_0000000357,Смартфоны,Apple,cat1_cis_0000000012,newSearchResultSecondPartBlock,6
51990.00,30026219,Смартфон Apple iPhone 7 Plus 128Gb Black (MN4M2RU/A) ,cat2_cis_0000000357,Смартфоны,Apple,cat1_cis_0000000012,newSearchResultFirstPartBlock,1
46990.00,30026229,Смартфон Apple iPhone 7 Plus 32Gb Black (MNQM2RU/A) ,cat2_cis_0000000357,Смартфоны,Apple,cat1_cis_0000000012,newSearchResultFirstPartBlock,2
51990.00,30026222,Смартфон Apple iPhone 7 Plus 128Gb Rose Gold (MN4U2RU/A) ,cat2_cis_0000000357,Смартфоны,Apple,cat1_cis_0000000012,newSearchResultFirstPartBlock,3
51990.00,30026223,Смартфон Apple iPhone 7 Plus 128Gb Jet Black (MN4V2RU/A) ,cat2_cis_0000000357,Смартфоны,Apple,cat1_cis_0000000012,newSearchResultFirstPartBlock,4
46990.00,30026232,Смартфон Apple iPhone 7 Plus 32Gb Rose Gold (MNQQ2RU/A) ,cat2_cis_0000000357,Смартфоны,Apple,cat1_cis_0000000012,newSearchResultFirstPartBlock,5
46990.00,30026231,Смартфон Apple iPhone 7 Plus 32Gb Gold (MNQP2RU/A) ,cat2_cis_0000000357,Смартфоны,Apple,cat1_cis_0000000012,newSearchResultFirstPartBlock,6
51990.00,30026220,Смартфон Apple iPhone 7 Plus 128Gb Silver (MN4P2RU/A) ,cat2_cis_0000000357,Смартфоны,Apple,cat1_cis_0000000012,newSearchResultSecondPartBlock,1
45990.00,30030302,Смартфон Apple iPhone 7 Plus 32Gb Jet Black (MQU72RU/A) ,cat2_cis_0000000357,Смартфоны,Apple,cat1_cis_0000000012,newSearchResultSecondPartBlock,2
46990.00,30026230,Смартфон Apple iPhone 7 Plus 32Gb Silver (MNQN2RU/A) ,cat2_cis_0000000357,Смартфоны,Apple,cat1_cis_0000000012,newSearchResultSecondPartBlock,3
42490.00,30038671,Смартфон Apple iPhone 7 Plus 128GB Silver (FN4P2RU/A) восст. ,cat2_cis_0000000357,Смартфоны,Apple,cat1_cis_0000000012,newSearchResultSecondPartBlock,4
51990.00,30026221,Смартфон Apple iPhone 7 Plus 128Gb Gold (MN4Q2RU/A) ,cat2_cis_0000000357,Смартфоны,Apple,cat1_cis_0000000012,newSearchResultSecondPartBlock,5
44990.00,30038673,Смартфон Apple iPhone 7 Plus 256GB Silver (FN4X2RU/A) восст. ,cat2_cis_0000000357,Смартфоны,Apple,cat1_cis_0000000012,newSearchResultSecondPartBlock,6
